大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,FC東京,14,25,13,4,1,30.8,23.076923076923077,2,1,0,50.0,50.0,0.16,0,-,10,0,1,3,0,2.5,4,0,2,25.0,4,0,1,5
レギュラーラウンド,FC東京,14,25,13,4,1,30.8,23.076923076923077,2,1,0,50.0,50.0,0.16,0,-,10,0,1,3,0,2.5,4,0,2,25.0,4,0,1,5
V.LEAGUE DIVISION1 MEN 2018-19,FC東京,2,1,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,2,1,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,FC東京,15,13,26,7,1,26.9,23.076923076923077,1,0,0,0.0,0.0,0.54,0,-,15,0,0,6,3,-5.0,24,7,9,47.9,7,0,0,7
レギュラーラウンド,FC東京,15,13,26,7,1,26.9,23.076923076923077,1,0,0,0.0,0.0,0.54,0,-,15,0,0,6,3,-5.0,24,7,9,47.9,7,0,0,7
Ｖ・プレミアリーグ男子 2016/17,FC東京,11,15,0,0,0,-,,0,0,0,-,,-,0,-,17,0,0,3,9,13.2,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,11,15,0,0,0,-,,0,0,0,-,,-,0,-,17,0,0,3,9,13.2,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,42,54,39,11,2,28.2,23.076923076923077,3,1,0,33.3,33.33333333333333,0.20,0,-,42,0,1,12,12,2.4,28,7,11,44.6,11,0,1,12
通算,,42,54,39,11,2,28.2,23.076923076923077,3,1,0,33.3,33.33333333333333,0.20,0,-,42,0,1,12,12,2.4,28,7,11,44.6,11,0,1,12
